Nro,PROVINCIA,CANTÓN,PARROQUIA,RAZÓN SOCIAL CONCENTRADOR,RAZÓN SOCIAL IFI,RAZÓN SOCIAL AGENCIA,NOMBRE AGENCIA,TIPO AGENCIA,DIRECCIÓN PRIMARIA AGENCIA / CORRESPONSAL O PUNTO PAGO,full_address,country,admin_area,lon,lat
1,EL ORO,HUAQUILLAS,HUAQUILLAS,BANRED,BANCO DE GUAYAQUIL,SARANGO CASTILLO SANDY CAROLINA,COPIADORA OFI CONT,CNB,11 DE NOVIEMBRE Y TENIENTE CORDOVEZ FREN,"11 DE NOVIEMBRE Y TENIENTE CORDOVEZ FREN, HUAQUILLAS",EC,EL ORO,-80.239913,-3.4800685
1,EL ORO,HUAQUILLAS,HUAQUILLAS,BANRED,BANCO DE GUAYAQUIL,CHICA CHUCHUCA YULY KAREN,LIBRERÍA Y PAPELERIA 24 DEMAYO,CNB,MACHALA Y COSTA RICA DIAGONAL AL BANCO D,"MACHALA Y COSTA RICA DIAGONAL AL BANCO D, HUAQUILLAS",EC,EL ORO,-80.2377731,-3.4822679
1,EL ORO,HUAQUILLAS,HUAQUILLAS,BANRED,BANCO DE GUAYAQUIL,GRANDA PAREDES MARJORIE JESSENIA,TIENDA KAREN,CNB,BOLIVAR Y PONCE DIAGONAL A SASTRERIA OJE,"BOLIVAR Y PONCE DIAGONAL A SASTRERIA OJE, HUAQUILLAS",EC,EL ORO,-80.2225448,-3.4763823
1,EL ORO,HUAQUILLAS,HUAQUILLAS,BANRED,BANCO DE GUAYAQUIL,PESANTEZ DIAZ KATHERINE LISSBETH,FERRETERIA JUAREZ,CNB,AVENIDA LA REPUBLICA Y MANABI FRENTE AL,"AVENIDA LA REPUBLICA Y MANABI FRENTE AL, HUAQUILLAS",EC,EL ORO,-80.2285658,-3.482562
1,EL ORO,HUAQUILLAS,HUAQUILLAS,BANRED,BANCO DE GUAYAQUIL,CEDENO LUCAS MARIUXI MONSERRATE,MINIMARKET DERLYS,CNB,PIÑAS Y SAN ANTONIO DIAGONAL A BODEGA DE,"PIÑAS Y SAN ANTONIO DIAGONAL A BODEGA DE, HUAQUILLAS",EC,EL ORO,-79.6825275,-3.680412
1,EL ORO,HUAQUILLAS,HUAQUILLAS,BANRED,BANCO DE GUAYAQUIL,SANCHEZ GUTIERREZ CONNY ROXANA,BAZAR Y PAPELERIA LA BOLIVIANITA,CNB,CDLA MANUELA AGUIRRE CALLE 18 DE NOV,"CDLA MANUELA AGUIRRE CALLE 18 DE NOV, HUAQUILLAS",EC,EL ORO,-80.2225448,-3.4763823
1,EL ORO,HUAQUILLAS,HUAQUILLAS,BANRED,BANCO DE GUAYAQUIL,DIAZ JAYA GLORIA LUZ,TIENDA GABRIELITA,CNB,STA ROSA Y BENALCAZAR ESQ.,"STA ROSA Y BENALCAZAR ESQ., HUAQUILLAS",EC,EL ORO,-80.2349763,-3.473536
1,EL ORO,HUAQUILLAS,HUAQUILLAS,BANRED,BANCO DE GUAYAQUIL,RUEDA APONTE JIMMY LENIN,SERVIMOTOS,CNB,COTOPAXI Y 24 DE MAYO,"COTOPAXI Y 24 DE MAYO, HUAQUILLAS",EC,EL ORO,-80.23318499999999,-3.4805152
1,EL ORO,HUAQUILLAS,HUAQUILLAS,BANRED,BANCO DE GUAYAQUIL,ROGEL RODRIGUEZ DEMIA MIREYA,MINIMARKET Y NOVEDADES LESLIE,CNB,AV  LA REPUBLICA Y LOS RIOS BAJOS DEL CO,"AV  LA REPUBLICA Y LOS RIOS BAJOS DEL CO, HUAQUILLAS",EC,EL ORO,-80.23131599999999,-3.482335
1,EL ORO,HUAQUILLAS,HUAQUILLAS,BANRED,BANCO DE GUAYAQUIL,BARBA CORDOVA LADY ELIZABETH,TIENDA LAS MILIS,CNB,ESMERALDA S-PORTOVIEJO Y SUCRE  JUNTO A,"ESMERALDA S-PORTOVIEJO Y SUCRE  JUNTO A, HUAQUILLAS",EC,EL ORO,-80.2250004,-3.4817858
1,EL ORO,HUAQUILLAS,HUAQUILLAS,BANRED,BANCO DE GUAYAQUIL,CARDENAS POMA ALEX FRANCISCO,MEGATODO,CNB,AVLA REPUBLICA Y RICA -STA FRENTE A POLI,"AVLA REPUBLICA Y RICA -STA FRENTE A POLI, HUAQUILLAS",EC,EL ORO,-80.2225448,-3.4763823
1,EL ORO,HUAQUILLAS,HUAQUILLAS,BANRED,BANCO DE GUAYAQUIL,RAMOS TACO FELIPE ARIOSTO,CYBER CELLFILT,CNB,CORINA PARRAL DE VELASCO / GARCIA MORENO,"CORINA PARRAL DE VELASCO / GARCIA MORENO, HUAQUILLAS",EC,EL ORO,-105.6666166,26.9317835
1,EL ORO,HUAQUILLAS,HUAQUILLAS,BANRED,BANCO DE GUAYAQUIL,CASTILLO ANGEL OLEGARIO,CASTILLO COMUNICACIONES,CNB,AV LA REPUBLICA Y SANTA ROSA  JUNTO A B,"AV LA REPUBLICA Y SANTA ROSA  JUNTO A B, HUAQUILLAS",EC,EL ORO,-80.2233378,-3.4831995
1,EL ORO,HUAQUILLAS,HUAQUILLAS,BANRED,BANCO DE GUAYAQUIL,MARILUZ SANCHEZ ROSA MARIA,TIENDA ROSITA,CNB,LOS CLAVELES Y PARRALES CORINA DIAGONAL,"LOS CLAVELES Y PARRALES CORINA DIAGONAL, HUAQUILLAS",EC,EL ORO,-80.2225448,-3.4763823
1,EL ORO,HUAQUILLAS,HUAQUILLAS,BANRED,BANCO DE GUAYAQUIL,ERAS CANDO EFRANI RENE,FERRETERIA DON ERAS,CNB,HUAQUILLAS – CALLE PASAJE  ENTRE VALDI,"HUAQUILLAS – CALLE PASAJE  ENTRE VALDI, HUAQUILLAS",EC,EL ORO,-80.224136,-3.4666867
1,EL ORO,HUAQUILLAS,HUAQUILLAS,BANRED,BANCO DE GUAYAQUIL,ORDONEZ CARRION YAJAIRA ELIZABETH,RESINFIBRA,CNB,HUAQUILLAS – EL ORO Y TENIENTE CORDOVE,"HUAQUILLAS – EL ORO Y TENIENTE CORDOVE, HUAQUILLAS",EC,EL ORO,-80.2405332,-3.4799721
1,EL ORO,HUAQUILLAS,HUAQUILLAS,BANRED,BANCO DE GUAYAQUIL,PIEDRA SARANGO DORA CECILIA,FERRETERIA GD&JEROBA,CNB,BOLIVAR MADERO S/N VELASCO IBARRA,"BOLIVAR MADERO S/N VELASCO IBARRA, HUAQUILLAS",EC,EL ORO,-80.21503589999999,-3.4784998
1,EL ORO,HUAQUILLAS,HUAQUILLAS,BANRED,BANCO DE GUAYAQUIL,QUEZADA VEGA MAYRA PAOLA,BAZAR CAMILA Y KEVIN,CNB,CAPITÁN CHIRIBOGA S/N TUNGURAHUA,"CAPITÁN CHIRIBOGA S/N TUNGURAHUA, HUAQUILLAS",EC,EL ORO,-80.2365318,-3.4781872
1,EL ORO,HUAQUILLAS,HUAQUILLAS,BANRED,BANCO DE GUAYAQUIL,TORRES JIMENEZ MARIA LUISA,BAZAR PAULA,CNB,CLEMENTE YEROVI SN LAS MARGARITAS,"CLEMENTE YEROVI SN LAS MARGARITAS, HUAQUILLAS",EC,EL ORO,-80.2225448,-3.4763823
1,EL ORO,HUAQUILLAS,HUAQUILLAS,BANRED,BANCO DE GUAYAQUIL,MELENDRES VASQUEZ EDDY SANTIAGO,RECAUDACIONES EDDY,CNB,AVENIDA LA REPUBLICA Y UGARTE,"AVENIDA LA REPUBLICA Y UGARTE, HUAQUILLAS",EC,EL ORO,-80.2233378,-3.4831995
1,EL ORO,HUAQUILLAS,HUAQUILLAS,BANRED,BANCO DE GUAYAQUIL,VILLACIS RENTERIA CINDY BELEN,TIENDA DE VIVERES KR,CNB,TUNGURAHUA  S/N RUMINAGUI,"TUNGURAHUA  S/N RUMINAGUI, HUAQUILLAS",EC,EL ORO,-80.2365318,-3.4781872
1,EL ORO,HUAQUILLAS,HUAQUILLAS,BANRED,BANCO DE GUAYAQUIL,ESCUDERO ABAD MARINA ALEXANDRA,BAZAR Y PAPELERIA SOS,CNB,CALLE ETZA  SN ABDON CALDERON,"CALLE ETZA  SN ABDON CALDERON, HUAQUILLAS",EC,EL ORO,-80.2189965,-3.4721188
1,EL ORO,HUAQUILLAS,HUAQUILLAS,BANRED,BANCO DE GUAYAQUIL,CRUZ CONZA RONALD HERIBERTO,TALLER DE MOTOS D CRUZ,CNB,JOSE JUAQUIN DE OLMEDO   CARCHI,"JOSE JUAQUIN DE OLMEDO   CARCHI, HUAQUILLAS",EC,EL ORO,-80.2319637,-3.4773558
1,EL ORO,HUAQUILLAS,HUAQUILLAS,BANRED,BANCO DE GUAYAQUIL,BALCAZAR ESPINOZA DIANA PAQUITA,MINIMARKET AMIGO DE LA FRONTERA,CNB,AV LA REPUBLICA   CALLEJON QUITO,"AV LA REPUBLICA   CALLEJON QUITO, HUAQUILLAS",EC,EL ORO,-80.2372563,-3.4816302
1,EL ORO,HUAQUILLAS,HUAQUILLAS,BANRED,BANCO DE GUAYAQUIL,BARRETO JIMENEZ YULIANA MARINA,MIS CABINAS FREDISITO,CNB,TNTE CORDOVEZ   19 DE OCTUBRE,"TNTE CORDOVEZ   19 DE OCTUBRE, HUAQUILLAS",EC,EL ORO,-80.2405332,-3.4799721
1,EL ORO,HUAQUILLAS,HUAQUILLAS,BANRED,BANCO DE GUAYAQUIL,VASQUEZ CUEVA MONICA YADIRA,TIENDA DOS HERMANAS,CNB,CALLE PORTOVIEJO  J-7 LA HUADA,"CALLE PORTOVIEJO  J-7 LA HUADA, HUAQUILLAS",EC,EL ORO,-80.2241117,-3.475484
1,EL ORO,HUAQUILLAS,HUAQUILLAS,BANRED,BANCO DE GUAYAQUIL,GRANDA RUEDA NANCY CAROLINA,TEFFY BOUTIQUE,CNB,19 DE OCTUBRE S/N MACHALA Y AV LA REPÚ,"19 DE OCTUBRE S/N MACHALA Y AV LA REPÚ, HUAQUILLAS",EC,EL ORO,-80.2390525,-3.4763594
1,EL ORO,HUAQUILLAS,HUAQUILLAS,BANRED,BANCO DE GUAYAQUIL,CALDERON ESPINOZA YURI STEFANY,MULTISERVICIOS STEFY'S,CNB,BOYACA S/N DANIEL ÁLVAREZ,"BOYACA S/N DANIEL ÁLVAREZ, HUAQUILLAS",EC,EL ORO,-80.21965550000002,-3.4780042
1,EL ORO,HUAQUILLAS,HUAQUILLAS,BANRED,BANCO DE GUAYAQUIL,CARANGUI ARMIJOS JORGE HUMBERTO,RECAUDACIONES DARELIS 2,CNB,18 DE NOVIEMBRE SN SUCRE,"18 DE NOVIEMBRE SN SUCRE, HUAQUILLAS",EC,EL ORO,-80.2261,-3.48291
1,EL ORO,HUAQUILLAS,MILTON REYES,BANRED,BANCO PICHINCHA,CHICA CHUCHUCA YULY KAREN,LIBRERIA Y PAPELERIA 24 DE MAYO,CNB,MACHALA,"MACHALA, HUAQUILLAS",EC,EL ORO,-80.2241987,-3.4834574
1,EL ORO,HUAQUILLAS,MILTON REYES,BANRED,BANCO PICHINCHA,PARDO LEIVA FRANCISCO YAMPIEER,FRANCISO PARDO,CNB,MACHALA,"MACHALA, HUAQUILLAS",EC,EL ORO,-80.2241987,-3.4834574
1,EL ORO,HUAQUILLAS,UNION LOJANA,BANRED,BANCO PICHINCHA,SANCHEZ GUTIERREZ CONNY ROXANA,CYBER LA BOLIVIANITA,CNB,18 DE NOVIEMBRE,"18 DE NOVIEMBRE, HUAQUILLAS",EC,EL ORO,-80.2261,-3.48291
1,EL ORO,LAS LAJAS,LA VICTORIA,Red Transaccional Cooperativa S.A.,COOPERATIVA DE AHORRO Y CREDITO ONCE DE JUNIO,COOPERATIVA DE AHORRO Y CREDITO ONCE DE JUNIO,LA VICTORIA (LAJAS),COAC,AV 4 DE OCTUBRE Y LOS RIOS,"AV 4 DE OCTUBRE Y LOS RIOS, LAS LAJAS",EC,EL ORO,-79.4608897,-1.0230607
1,EL ORO,LAS LAJAS,LA VICTORIA,BANRED,BANCO PICHINCHA,ENCALADA YANEZ GLORIA LORENA,CNB PAPELERIA LAS LAJAS,CNB,CALLE SUCRE,"CALLE SUCRE, LAS LAJAS",EC,EL ORO,-77.5858428,0.8055643
1,EL ORO,LAS LAJAS,LA VICTORIA,BANRED,BANCO DE GUAYAQUIL,GUERRERO AGUALLO LASTENIA PIEDAD,CNB COMERCIAL BRILLITH,CNB,CDLA EL CISNE AVDA EL HOSPITAL,"CDLA EL CISNE AVDA EL HOSPITAL, LAS LAJAS",EC,EL ORO,NA,NA
1,EL ORO,LAS LAJAS,VALLE HERMOSO,BANRED,BANCO DE GUAYAQUIL,GUERRERO AGUALLO LASTENIA PIEDAD,COMERCIAL BRILLITH,CNB,CDLA EL CISNE AVDA EL HOSPITAL,"CDLA EL CISNE AVDA EL HOSPITAL, LAS LAJAS",EC,EL ORO,NA,NA
1,EL ORO,MACHALA,EL CAMBIO,Banco del Pacífico,TRANSFERUNION,TRANSFERUNION,MC EL PASEO MACHALA,CNB,"CENTRO COMERCIAL  PASEO SHOPPING, VIA MACHALA- PASAJE DENTRO DEL ALMACÉN MI COMISARIATO.","CENTRO COMERCIAL  PASEO SHOPPING, VIA MACHALA- PASAJE DENTRO DEL ALMACÉN MI COMISARIATO., MACHALA",EC,EL ORO,-79.93212079999999,-3.2805405
1,EL ORO,MACHALA,EL CAMBIO,BANRED,BANCO PICHINCHA,PILALOA RENDA EDUARDO KLEBER,TIENDA EMILY,CNB,ELOY ALFARO,"ELOY ALFARO, MACHALA",EC,EL ORO,-79.95977599999999,-3.2659459
1,EL ORO,MACHALA,EL CAMBIO,BANRED,BANCO PICHINCHA,MORA BEJARANO YULI PATRICIA,CNB LAS IRINAS,CNB,JOSE ARMIJOS,"JOSE ARMIJOS, MACHALA",EC,EL ORO,-79.9002745,-3.2877418
1,EL ORO,MACHALA,EL CAMBIO,BANRED,BANCO PICHINCHA,PILALOA RENDA EDUARDO KLEVER,CNB TIENDA EMILY,CNB,ELOY ALFARO,"ELOY ALFARO, MACHALA",EC,EL ORO,-79.95977599999999,-3.2659459
1,EL ORO,MACHALA,EL CAMBIO,BANRED,BANCO DE GUAYAQUIL,BRAVO ORTIZ PAQUITA MERCEDES,LIBRERÍA Y BAZAR CHIQUIVEN,CNB,AV FERROVIARIA 0 ECUADOR,"AV FERROVIARIA 0 ECUADOR, MACHALA",EC,EL ORO,-79.9378566,-3.2692736
1,EL ORO,MACHALA,EL CAMBIO,BANRED,BANCO DE GUAYAQUIL,LAZCANO RODRIGUEZ CARLOS ALBERTO,TIENDA MADELINE,CNB,AV FERROVIARIA  S/N JOSE JARA,"AV FERROVIARIA  S/N JOSE JARA, MACHALA",EC,EL ORO,-79.93096840000001,-3.2719685
1,EL ORO,MACHALA,EL RETIRO,BANRED,BANCO PICHINCHA,ZAMBRANO PALACIOS KLEBER LEOPOLDO,CNB TIENDA LA FORTUNA,CNB,PANAMERICANA,"PANAMERICANA, MACHALA",EC,EL ORO,-79.9568412,-3.2629439
1,EL ORO,MACHALA,EL RETIRO,BANRED,BANCO DE GUAYAQUIL,HERRERA BERNARDA DEL CARMEN,TIENDA VIMABE,CNB,SITIO GUARUMAL CALLE COLON PRECIADO Y PA,"SITIO GUARUMAL CALLE COLON PRECIADO Y PA, MACHALA",EC,EL ORO,-82.5510469,8.3375063
1,EL ORO,MACHALA,LA PROVIDENCIA,Banco del Pacífico,BANCO DEL PACIFICO,BANCO DEL PACIFICO,MACHALA-PRINCIPAL,BANCA PRIVADA,GUAYAS 2120 E/ BOLÍVAR Y PICHINCHA,"GUAYAS 2120 E/ BOLÍVAR Y PICHINCHA, MACHALA",EC,EL ORO,-79.96149849999999,-3.2603637
1,EL ORO,MACHALA,LA PROVIDENCIA,BANRED,BANCO PICHINCHA,ORDOÑEZ CARRION YAJAIRA ELIZABETH,CNB RESINFIBRA,CNB,TENIENTE CORDOVEZ,"TENIENTE CORDOVEZ, MACHALA",EC,EL ORO,-80.2405332,-3.4799721
1,EL ORO,MACHALA,LA PROVIDENCIA,BANRED,BANCO DE GUAYAQUIL,PARRALES CARVAJAL JESSENIA VIVIANA,CNB TIENDA NIÑA AYSHA,CNB,BARRIO 16 DE MARZO MZ-5B /JUAN LEON MERA Y CALLE S/N,"BARRIO 16 DE MARZO MZ-5B /JUAN LEON MERA Y CALLE S/N, MACHALA",EC,EL ORO,-79.9553924,-3.2581112
1,EL ORO,MACHALA,LA PROVIDENCIA,BANRED,BANCO DE GUAYAQUIL,ARMIJOS ALVAREZ FANNY PATRICIA,CNB TIENDA FANNY,CNB,SAUCES 2 MZ B,"SAUCES 2 MZ B, MACHALA",EC,EL ORO,-79.9545217,-3.2418468
1,EL ORO,MACHALA,LA PROVIDENCIA,BANRED,BANCO DE GUAYAQUIL,CARTUCHE DIAZ ROSA MARJORIE,TIENDA ROSITA,CNB,BARRIO RAYITO DE LUZ A 20M DEL TEMPLO DE,"BARRIO RAYITO DE LUZ A 20M DEL TEMPLO DE, MACHALA",EC,EL ORO,-79.9265403,-3.2584113
1,EL ORO,MACHALA,LA PROVIDENCIA,BANRED,BANCO DE GUAYAQUIL,PILALOA RENDA EDUARDO KLEBER,TIENDA EMILY,CNB,EL CAMBIO-CALLE ELOY ALFARO Y S/N DETRÁS,"EL CAMBIO-CALLE ELOY ALFARO Y S/N DETRÁS, MACHALA",EC,EL ORO,-79.95977599999999,-3.2659459
1,EL ORO,MACHALA,LA PROVIDENCIA,BANRED,BANCO DE GUAYAQUIL,MERIZALDE ROBLES BAYRON EDUARDO,BAZAR LIBRERÍA Y PAPELERIA EL PARAISO,CNB,THUNGURAHUA Y BOLIVAR DIAGONAL A TIENDA,"THUNGURAHUA Y BOLIVAR DIAGONAL A TIENDA, MACHALA",EC,EL ORO,-79.9606328,-3.2594223
1,EL ORO,MACHALA,LA PROVIDENCIA,BANRED,BANCO DE GUAYAQUIL,CEVALLOS VERA LEONARDO EMILIANO,TIENDA ARIANITA,CNB,BARRIO URSEZA 2 Y 3ERA NORTE,"BARRIO URSEZA 2 Y 3ERA NORTE, MACHALA",EC,EL ORO,-79.9467134,-3.2702779
1,EL ORO,MACHALA,LA PROVIDENCIA,BANRED,BANCO DE GUAYAQUIL,AGUILAR DAVILA KAREN YADIRA,CYBER SANTA INES,CNB,URBANIZACION SANTA INES AV 25 DE JUNIO,"URBANIZACION SANTA INES AV 25 DE JUNIO, MACHALA",EC,EL ORO,-79.9281496,-3.28472
1,EL ORO,MACHALA,LA PROVIDENCIA,BANRED,BANCO DE GUAYAQUIL,CARPIO ARMIJOS ALEXANDRA LILIANA,TIENDA Y BAZAR EL CHAVITO,CNB,BARRIO LOS VERGELES SEC D Y 8VA ESTE,"BARRIO LOS VERGELES SEC D Y 8VA ESTE, MACHALA",EC,EL ORO,-79.9553924,-3.2581112
1,EL ORO,MACHALA,LA PROVIDENCIA,BANRED,BANCO DE GUAYAQUIL,MORA GILER JULISSA JACQUELINE,CREDIT FLASH GM,CNB,ARIZAGA Y 10 DE AGOSTO,"ARIZAGA Y 10 DE AGOSTO, MACHALA",EC,EL ORO,-79.9554161,-3.2677276
1,EL ORO,MACHALA,LA PROVIDENCIA,BANRED,BANCO DE GUAYAQUIL,GUAYLLAS POMA ORTENCIA MARIA,TIENDA EL CHINO,CNB,BARRIO LOS LAURELES Y LAS ORQUIDEAS,"BARRIO LOS LAURELES Y LAS ORQUIDEAS, MACHALA",EC,EL ORO,-79.9342206,-3.2632414
1,EL ORO,MACHALA,LA PROVIDENCIA,BANRED,BANCO DE GUAYAQUIL,ALONSO CALLE JORGE GEOVANNY,MULTICOMERCIOS ALONSO,CNB,CRISTOBAL COLON Y 2DA DIAGONAL,"CRISTOBAL COLON Y 2DA DIAGONAL, MACHALA",EC,EL ORO,-79.9570834,-3.2631641
1,EL ORO,MACHALA,LA PROVIDENCIA,BANRED,BANCO DE GUAYAQUIL,LUNA RAMOS DELIA ESTHER,TIENDA ESTHER,CNB,QUITO Y AV EDGAR CORDOVA,"QUITO Y AV EDGAR CORDOVA, MACHALA",EC,EL ORO,-78.4678382,-0.1806532
1,EL ORO,MACHALA,LA PROVIDENCIA,BANRED,BANCO DE GUAYAQUIL,BRAVO ORDONEZ ROVINSON ARCECIO,MINI MARKET EL RIBS,CNB,AV SUCRE V-412 Y CJON BANAORO,"AV SUCRE V-412 Y CJON BANAORO, MACHALA",EC,EL ORO,-79.9554624,-3.2614514
1,EL ORO,MACHALA,LA PROVIDENCIA,BANRED,BANCO DE GUAYAQUIL,SANMARTIN AVILA FABRICIO IVAN,MAS COFFEE CAFE RESTAURANT,CNB,AV ALEJANDRO CASTRO B Y AV LUIS ANGEL LE,"AV ALEJANDRO CASTRO B Y AV LUIS ANGEL LE, MACHALA",EC,EL ORO,-79.95141600000001,-3.2676256
1,EL ORO,MACHALA,LA PROVIDENCIA,BANRED,BANCO DE GUAYAQUIL,ZAMBRANO MILLER JACKELINE GINA NARCISA,FARMACIA 10 DE AGOSTO,CNB,10 DE AGOSTO V-2127 Y CJON 1ERA NORTE,"10 DE AGOSTO V-2127 Y CJON 1ERA NORTE, MACHALA",EC,EL ORO,-79.97797729999999,-3.2499115
1,EL ORO,MACHALA,LA PROVIDENCIA,BANRED,BANCO DE GUAYAQUIL,CABRERA PACHAR ROSA VANNEZA,FRIGORIFICO Y MINIMARKET SUPER AHORRO,CNB,AV ALEJANDRO CASTRO B Y 13AVA ESTE,"AV ALEJANDRO CASTRO B Y 13AVA ESTE, MACHALA",EC,EL ORO,-79.9478288,-3.2798494
1,EL ORO,MACHALA,LA PROVIDENCIA,BANRED,BANCO DE GUAYAQUIL,GILER CHAMAIDAN JESSICA PATRICIA,DESPENSA SAN PATRICIO,CNB,DESPENSA SAN PATRICIO,"DESPENSA SAN PATRICIO, MACHALA",EC,EL ORO,-79.9248535,-3.2720533
1,EL ORO,MACHALA,LA PROVIDENCIA,BANRED,BANCO DE GUAYAQUIL,YAURE CABRERA TERESA DEL CARMEN,YC GLOBAL SERVICES,CNB,AV LA FERROVIARIA CALLE JUAN PABLO II,"AV LA FERROVIARIA CALLE JUAN PABLO II, MACHALA",EC,EL ORO,-79.923976,-3.2635444
1,EL ORO,MACHALA,LA PROVIDENCIA,BANRED,BANCO DE GUAYAQUIL,SANCHEZ MEDINA HAYDEE JACQUELINE,TIENDA NIÑO JOSUE,CNB,BARRIO SOLON ALVAREZ Y AV ALEJA,"BARRIO SOLON ALVAREZ Y AV ALEJA, MACHALA",EC,EL ORO,-79.9553924,-3.2581112
1,EL ORO,MACHALA,LA PROVIDENCIA,BANRED,BANCO DE GUAYAQUIL,BUSTAMANTE TORRES DANNY EDUARDO,DAMBU,CNB,BOYACA 330 NAPOLEÓN MERA Y 23 DE ABRIL,"BOYACA 330 NAPOLEÓN MERA Y 23 DE ABRIL, MACHALA",EC,EL ORO,-79.95226009999999,-3.261842
1,EL ORO,MACHALA,LA PROVIDENCIA,BANRED,BANCO DE GUAYAQUIL,CORDOVA SANCHEZ MIGUEL ANTONIO,TIENDA MAYRA,CNB,AV FERROVIARIA 0 CUARTA Y QUINTA ESTE,"AV FERROVIARIA 0 CUARTA Y QUINTA ESTE, MACHALA",EC,EL ORO,-79.93096840000001,-3.2719685
1,EL ORO,MACHALA,MACHALA,Financoop,COAC CORPORACION CENTRO,COAC CORPORACION CENTRO,COAC CORPORACION CENTRO LTDA MACHALA,COAC,BOLIVAR ENTRE JUNIN Y JUAN MONTALVO CC LA FERIA,"BOLIVAR ENTRE JUNIN Y JUAN MONTALVO CC LA FERIA, MACHALA",EC,EL ORO,-79.95402779999999,-3.2550197
1,EL ORO,MACHALA,MACHALA,Banco del Pacífico,BANECUADOR,BANECUADOR,BNF-MACHALA,BANCA PÚBLICA,9 DE MAYO N? 1801 AV 25 DE JUNIO,"9 DE MAYO N? 1801 AV 25 DE JUNIO, MACHALA",EC,EL ORO,-79.9575699,-3.260153
1,EL ORO,MACHALA,MACHALA,Banco del Pacífico,BANCO DEL PACIFICO,BANCO DEL PACIFICO,MACHALA-PUERTO BOLIVAR,BANCA PRIVADA,AUTORIDAD PORTUARIA AV.BOLÍVAR MADERO VARGAS,"AUTORIDAD PORTUARIA AV.BOLÍVAR MADERO VARGAS, MACHALA",EC,EL ORO,-79.99503349999999,-3.2611403
1,EL ORO,MACHALA,MACHALA,Banco del Pacífico,BANCO DEL PACIFICO,BANCO DEL PACIFICO,MACHALA-EL PASEO SHOPPING,BANCA PRIVADA,KM. 4.5 VÍA PASAJE,"KM. 4.5 VÍA PASAJE, MACHALA",EC,EL ORO,-79.95317899999999,-3.264018
1,EL ORO,MACHALA,MACHALA,Banco del Pacífico,BANCO DEL PACIFICO,BANCO DEL PACIFICO,CNB SOFT_RP ANGEL CAMACHO,CNB,ROCAFUERTO ENTRE JUNIN Y TARQUI,"ROCAFUERTO ENTRE JUNIN Y TARQUI, MACHALA",EC,EL ORO,-79.95767529999999,-3.2609085
1,EL ORO,MACHALA,MACHALA,Banco del Pacífico,BANCO DEL PACIFICO,BANCO DEL PACIFICO,CNB SOFT_RP COPY EXPRESS,CNB,MANUEL SERRANO Y GUAYAS,"MANUEL SERRANO Y GUAYAS, MACHALA",EC,EL ORO,-79.96278459999999,-3.261832
1,EL ORO,MACHALA,MACHALA,Banco del Pacífico,BANCO DEL PACIFICO,BANCO DEL PACIFICO,CNB SOFT_RP COPY EXPRESS 2,CNB,SAN MARTIN Y JUAN MONTALVO,"SAN MARTIN Y JUAN MONTALVO, MACHALA",EC,EL ORO,-79.963095,-3.264932
1,EL ORO,MACHALA,MACHALA,Banco del Pacífico,COOPERATIVA DE AHORRO Y CREDITO COOPROGRESO,COOPERATIVA DE AHORRO Y CREDITO COOPROGRESO,MACHALA,COAC,AVENIDA CENTRAL 25 DE JUNIO,"AVENIDA CENTRAL 25 DE JUNIO, MACHALA",EC,EL ORO,-79.96600939999999,-3.2524792
1,EL ORO,MACHALA,MACHALA,Banco del Pacífico,COOPERATIVA DE AHORRO Y CREDITO ERCO LTDA,COOPERATIVA DE AHORRO Y CREDITO ERCO LTDA,AGENCIA MACHALA,COAC,Bolivar s/n y Guayas,"Bolivar s/n y Guayas, MACHALA",EC,EL ORO,-74.0059728,40.7127753
1,EL ORO,MACHALA,MACHALA,Banco del Pacífico,TRANSFERUNION,TRANSFERUNION,TIA CALLE SUCRE MACHALA,CNB,"CALLE SUCRE # 414 Y 9 DE MAYO, DENTRO DEL ALMACÉN TIA","CALLE SUCRE # 414 Y 9 DE MAYO, DENTRO DEL ALMACÉN TIA, MACHALA",EC,EL ORO,NA,NA
1,EL ORO,MACHALA,MACHALA,Red Transaccional Cooperativa S.A.,COAC DE LA PEQUENA EMPRESA BIBLIAN,COAC DE LA PEQUENA EMPRESA BIBLIAN,MACHALA,COAC,BOLIVAR - JUAN MOLTAVO,"BOLIVAR - JUAN MOLTAVO, MACHALA",EC,EL ORO,-79.9594116,-3.2605274
1,EL ORO,MACHALA,MACHALA,Red Transaccional Cooperativa S.A.,COAC VICENTINA MANUEL ESTEBAN GODOY ORTEGA,COAC VICENTINA MANUEL ESTEBAN GODOY ORTEGA,Machala,COAC,Rocafuerte 714,"Rocafuerte 714, MACHALA",EC,EL ORO,-79.9564305,-3.2619886
1,EL ORO,MACHALA,MACHALA,Red Transaccional Cooperativa S.A.,COOPERATIVA DE AHORRO Y CREDITO JARDIN AZUAYO,COOPERATIVA DE AHORRO Y CREDITO JARDIN AZUAYO,MACHALA,COAC,Av 25 de Junio Centro Comercial La Piazza,"Av 25 de Junio Centro Comercial La Piazza, MACHALA",EC,EL ORO,-79.94200459999999,-3.2712631
